"","Gebruiksdoel","Type","Hoofdadres","ID","Oppervlakte","MaaktDeelUitVan","x_coordinate","y_coordinate"
"750","woonfunctie","Verblijfsobject","0363200000470933","0363010000983495",138,"0363100012100301",124908,487222
"751","woonfunctie","Verblijfsobject","0363200000474947","0363010000996713",175,"0363100012072659",125156,487231
"752","woonfunctie","Verblijfsobject","0363200000461768","0363010000958255",183,"0363100012086800",125033,487530
"753","woonfunctie","Verblijfsobject","0363200000461763","0363010000958260",117,"0363100012125129",125056,487534
"754","woonfunctie","Verblijfsobject","0363200000461804","0363010000981532",123,"0363100012088525",125118,487490
"755","woonfunctie","Verblijfsobject","0363200000461830","0363010000981241",108,"0363100012101373",125003,487471
"756","woonfunctie","Verblijfsobject","0363200000461644","0363010000984373",163,"0363100012091373",125036,487426
"757","woonfunctie","Verblijfsobject","0363200000474022","0363010000992418",104,"0363100012099428",124797,487354
"758","woonfunctie","Verblijfsobject","0363200000474267","0363010000987034",124,"0363100012115636",125130,487246
"759","woonfunctie","Verblijfsobject","0363200000474020","0363010000992416",107,"0363100012143020",124806,487355
"760","woonfunctie","Verblijfsobject","0363200000474108","0363010000994685",101,"0363100012065597",124739,487334
"761","woonfunctie","Verblijfsobject","0363200000461640","0363010000984369",123,"0363100012152161",125054,487439
"762","woonfunctie","Verblijfsobject","0363200000474065","0363010000994904",136,"0363100012082525",124932,487393
"763","woonfunctie","Verblijfsobject","0363200000474015","0363010000992446",154,"0363100012098434",124826,487359
"764","woonfunctie","Verblijfsobject","0363200000461779","0363010000958151",130,"0363100012063734",124986,487522
"765","woonfunctie","Verblijfsobject","0363200000461870","0363010000982781",130,"0363100012154412",125047,487455
"766","woonfunctie","Verblijfsobject","0363200000474003","0363010000992434",146,"0363100012098434",124876,487368
"767","woonfunctie","Verblijfsobject","0363200000461829","0363010000981240",133,"0363100012080678",125009,487474
"768","woonfunctie","Verblijfsobject","0363200000473990","0363010000993409",145,"0363100012098458",124945,487380
"769","woonfunctie","Verblijfsobject","0363200000461776","0363010000958148",115,"0363100012131623",124998,487524
"770","woonfunctie","Verblijfsobject","0363200000474719","0363010001000215",96,"0363100012067578",125044,487210
"771","woonfunctie","Verblijfsobject","0363200000475464","0363010000994699",228,"0363100012098458",124957,487355
"772","woonfunctie","Verblijfsobject","0363200000474128","0363010000994899",110,"0363100012082525",124896,487401
"773","woonfunctie","Verblijfsobject","0363200000474200","0363010000995754",103,"0363100012127796",124814,487418
"774","woonfunctie","Verblijfsobject","0363200000475447","0363010000994920",85,"0363100012098458",125022,487372
"775","woonfunctie","Verblijfsobject","0363200000470911","0363010000985242",148,"0363100012082965",124846,487213
"776","woonfunctie","Verblijfsobject","0363200000470913","0363010000985245",150,"0363100012129136",124852,487214
"777","woonfunctie","Verblijfsobject","0363200000470914","0363010000985247",150,"0363100012132156",124859,487216
"778","woonfunctie","Verblijfsobject","0363200000461812","0363010000981567",93,"0363100012112035",125087,487486
"779","woonfunctie","Verblijfsobject","0363200000474739","0363010000989604",106,"0363100012110492",125128,487177
"780","woonfunctie","Verblijfsobject","0363200000461723","0363010000959725",131,"0363100012122730",125047,487504
"781","woonfunctie","Verblijfsobject","0363200000470992","0363010000986278",103,"0363100012068204",124755,487192
"782","woonfunctie","Verblijfsobject","0363200000470945","0363010000983575",131,"0363100012117166",124939,487214
"783","woonfunctie","Verblijfsobject","0363200000473584","0363010000987392",96,"0363100012086724",124964,487211
"784","woonfunctie","Verblijfsobject","0363200000473705","0363010000987434",89,"0363100012086724",124994,487170
"785","woonfunctie","Verblijfsobject","0363200000473599","0363010000987091",89,"0363100012086724",124958,487198
"786","woonfunctie","Verblijfsobject","0363200000473557","0363010000987361",96,"0363100012086724",124964,487211
"787","woonfunctie","Verblijfsobject","0363200000461780","0363010000958152",120,"0363100012096598",124982,487521
"788","woonfunctie","Verblijfsobject","0363200000473588","0363010000991246",125,"0363100012086724",124964,487211
"789","woonfunctie","Verblijfsobject","0363200000473587","0363010000991245",96,"0363100012086724",124964,487211
"790","woonfunctie","Verblijfsobject","0363200000473665","0363010000991254",96,"0363100012086724",125005,487195
"791","woonfunctie","Verblijfsobject","0363200000478355","0363010000999515",80,"0363100012132458",124735,487171
"792","woonfunctie","Verblijfsobject","0363200000473591","0363010000991249",124,"0363100012086724",124964,487211
"793","woonfunctie","Verblijfsobject","0363200000473702","0363010000987429",87,"0363100012086724",125002,487186
"794","woonfunctie","Verblijfsobject","0363200000473692","0363010000991270",96,"0363100012086724",125005,487195
"795","woonfunctie","Verblijfsobject","0363200000470918","0363010000985266",150,"0363100012133420",124874,487219
"796","woonfunctie","Verblijfsobject","0363200000473676","0363010000991260",96,"0363100012086724",125005,487195
"797","woonfunctie","Verblijfsobject","0363200000485211","0363010001000943",135,"0363100012066134",125038,487212
"798","woonfunctie","Verblijfsobject","0363200000474977","0363010000996714",175,"0363100012149457",125161,487231
"799","woonfunctie","Verblijfsobject","0363200000473601","0363010000987093",87,"0363100012086724",124954,487190
"800","woonfunctie","Verblijfsobject","0363200000473605","0363010000987097",87,"0363100012086724",124946,487175
"801","woonfunctie","Verblijfsobject","0363200000478451","0363010000997176",87,"0363100012116108",124733,487194
"802","woonfunctie","Verblijfsobject","0363200000478536","0363010000994937",50,"0363100012098458",125019,487365
"803","woonfunctie","Verblijfsobject","0363200000478538","0363010000994939",50,"0363100012098458",125009,487363
"804","woonfunctie","Verblijfsobject","0363200000470944","0363010000983571",131,"0363100012136809",124944,487225
"805","woonfunctie","Verblijfsobject","0363200000474735","0363010000989600",106,"0363100012110492",125110,487172
"806","woonfunctie","Verblijfsobject","0363200000473572","0363010000991238",96,"0363100012086724",124964,487211
"807","woonfunctie","Verblijfsobject","0363200000473586","0363010000991244",139,"0363100012086724",124964,487211
"808","woonfunctie","Verblijfsobject","0363200000478534","0363010000994936",50,"0363100012098458",125023,487365
"809","woonfunctie","Verblijfsobject","0363200000478537","0363010000994938",50,"0363100012098458",125013,487364
"810","woonfunctie","Verblijfsobject","0363200000473690","0363010000991268",96,"0363100012086724",125005,487195
"811","woonfunctie","Verblijfsobject","0363200000474737","0363010000989602",106,"0363100012110492",125120,487175
"812","woonfunctie","Verblijfsobject","0363200000474741","0363010000989606",112,"0363100012110492",125136,487178
"813","woonfunctie","Verblijfsobject","0363200000473662","0363010000987569",120,"0363100012086724",125005,487195
"814","woonfunctie","Verblijfsobject","0363200000473691","0363010000991269",96,"0363100012086724",125005,487195
"815","woonfunctie","Verblijfsobject","0363200000473693","0363010000991271",104,"0363100012086724",125005,487195
"816","woonfunctie","Verblijfsobject","0363200000473569","0363010000991235",96,"0363100012086724",124964,487211
"817","woonfunctie","Verblijfsobject","0363200000461658","0363010000995838",239,"0363100012131561",125151,487406
"818","woonfunctie","Verblijfsobject","0363200000474155","0363010000987584",99,"0363100012091185",124732,487400
"819","woonfunctie","Verblijfsobject","0363200000474119","0363010000994890",117,"0363100012082525",124896,487401
"820","woonfunctie","Verblijfsobject","0363200000461696","0363010000983453",204,"0363100012077313",125085,487404
"821","woonfunctie","Verblijfsobject","0363200000461686","0363010000984380",217,"0363100012141160",125128,487401
"822","woonfunctie","Verblijfsobject","0363200000474937","0363010000994235",261,"0363100012076372",125111,487224
"823","woonfunctie","Verblijfsobject","0363200000461706","0363010000959692",120,"0363100012136192",125120,487517
"824","woonfunctie","Verblijfsobject","0363200000475498","0363010000994688",144,"0363100012096502",124752,487318
"825","woonfunctie","Verblijfsobject","0363200000461668","0363010000985405",89,"0363100012084322",125114,487426
"826","woonfunctie","Verblijfsobject","0363200000473981","0363010000993400",89,"0363100012098458",124984,487388
"827","woonfunctie","Verblijfsobject","0363200000474002","0363010000992433",132,"0363100012098434",124880,487369
"828","woonfunctie","Verblijfsobject","0363200000461781","0363010000958153",120,"0363100012130014",124978,487521
"829","woonfunctie","Verblijfsobject","0363200000474070","0363010000994909",50,"0363100012082525",124932,487393
"830","woonfunctie","Verblijfsobject","0363200000461800","0363010000982751",158,"0363100012108820",125149,487480
"831","woonfunctie","Verblijfsobject","0363200000474010","0363010000992441",132,"0363100012098434",124847,487363
"832","woonfunctie","Verblijfsobject","0363200000461650","0363010000983432",168,"0363100012148080",125016,487432
"833","woonfunctie","Verblijfsobject","0363200000474106","0363010000994683",83,"0363100012066538",124745,487325
"834","woonfunctie","Verblijfsobject","0363200000461751","0363010000959543",216,"0363100012147640",125150,487544
"835","woonfunctie","Verblijfsobject","0363200000461674","0363010001017300",98,"0363100012062821",125089,487422
"836","woonfunctie","Verblijfsobject","0363200000474707","0363010000994230",228,"0363100012116878",125049,487212
"837","woonfunctie","Verblijfsobject","0363200000478525","0363010000994915",150,"0363100012098458",125052,487370
"838","woonfunctie","Verblijfsobject","0363200000475448","0363010000994921",107,"0363100012098458",125017,487371
"839","woonfunctie","Verblijfsobject","0363200000474188","0363010000995742",104,"0363100012127796",124811,487435
"840","woonfunctie","Verblijfsobject","0363200000475451","0363010000994927",155,"0363100012098458",124989,487378
"841","woonfunctie","Verblijfsobject","0363200000475472","0363010000993785",185,"0363100012098434",124888,487342
"842","woonfunctie","Verblijfsobject","0363200000461639","0363010000984368",106,"0363100012112994",125058,487440
"843","woonfunctie","Verblijfsobject","0363200000474030","0363010000992426",109,"0363100012087085",124764,487348
"844","woonfunctie","Verblijfsobject","0363200000461842","0363010000982824",163,"0363100012107176",124949,487451
"845","woonfunctie","Verblijfsobject","0363200000470981","0363010000984060",150,"0363100012141492",124880,487187
"846","woonfunctie","Verblijfsobject","0363200000474133","0363010000995726",121,"0363100012127796",124845,487420
"847","woonfunctie","Verblijfsobject","0363200000461887","0363010000982814",141,"0363100012094438",124965,487442
"848","woonfunctie","Verblijfsobject","0363200000474709","0363010000996708",105,"0363100012150592",125059,487214
"849","woonfunctie","Verblijfsobject","0363200000474946","0363010001002550",235,"0363100012112510",125151,487231
"850","woonfunctie","Verblijfsobject","0363200000461739","0363010000959798",123,"0363100012136839",124979,487493
"851","woonfunctie","Verblijfsobject","0363200000461846","0363010000982833",145,"0363100012083077",124934,487453
"852","woonfunctie","Verblijfsobject","0363200000474251","0363010000987017",124,"0363100012115636",125044,487231
"853","woonfunctie","Verblijfsobject","0363200000474142","0363010000987561",92,"0363100012121376",124790,487410
"854","woonfunctie","Verblijfsobject","0363200000461883","0363010000982806",109,"0363100012141623",124981,487444
"855","woonfunctie","Verblijfsobject","0363200000461866","0363010000982773",104,"0363100012139725",125064,487458
"856","woonfunctie","Verblijfsobject","0363200000470990","0363010000983564",102,"0363100012149217",124921,487193
"857","woonfunctie","Verblijfsobject","0363200000474713","0363010000996705",156,"0363100012120545",125073,487217
"858","woonfunctie","Verblijfsobject","0363200000461740","0363010000959801",119,"0363100012149322",124974,487491
"859","woonfunctie","Verblijfsobject","0363200000474941","0363010000995034",238,"0363100012090444",125126,487227
"860","woonfunctie","Verblijfsobject","0363200000461682","0363010000986161",108,"0363100012063237",125054,487416
"861","woonfunctie","Verblijfsobject","0363200000461750","0363010000959542",221,"0363100012107909",125151,487536
"862","woonfunctie","Verblijfsobject","0363200000461782","0363010000957342",120,"0363100012066746",124973,487520
"863","woonfunctie","Verblijfsobject","0363200000461711","0363010000959706",92,"0363100012136192",125099,487513
"864","woonfunctie","Verblijfsobject","0363200000461712","0363010000959707",106,"0363100012136192",125095,487512
"865","woonfunctie","Verblijfsobject","0363200000461716","0363010000959711",126,"0363100012136192",125078,487510
"866","woonfunctie","Verblijfsobject","0363200000461726","0363010000959731",131,"0363100012135070",125033,487501
"867","woonfunctie","Verblijfsobject","0363200000461677","0363010000986155",103,"0363100012072293",125075,487420
"868","woonfunctie","Verblijfsobject","0363200000475475","0363010000993788",204,"0363100012098434",124872,487340
"869","woonfunctie","Verblijfsobject","0363200000461638","0363010000984367",106,"0363100012119096",125062,487441
"870","woonfunctie","Verblijfsobject","0363200000474169","0363010000986317",114,"0363100012134086",124764,487431
"871","woonfunctie","Verblijfsobject","0363200000461808","0363010000981538",131,"0363100012146651",125102,487488
"872","woonfunctie","Verblijfsobject","0363200000474939","0363010000994236",142,"0363100012083136",125116,487225
"873","woonfunctie","Verblijfsobject","0363200000461747","0363010000979747",120,"0363100012080912",124945,487487
"874","woonfunctie","Verblijfsobject","0363200000474180","0363010000986328",106,"0363100012094798",124715,487422
"875","woonfunctie","Verblijfsobject","0363200000474153","0363010000987590",97,"0363100012106101",124742,487402
"876","woonfunctie","Verblijfsobject","0363200000475485","0363010000993799",153,"0363100012136593",124818,487329
"877","woonfunctie","Verblijfsobject","0363200000474005","0363010000992436",132,"0363100012098434",124868,487366
"878","woonfunctie","Verblijfsobject","0363200000474130","0363010000994901",90,"0363100012082525",124896,487401
"879","woonfunctie","Verblijfsobject","0363200000461885","0363010000982809",92,"0363100012151198",124972,487443
"880","woonfunctie","Verblijfsobject","0363200000461847","0363010000981257",114,"0363100012105848",124936,487459
"881","woonfunctie","Verblijfsobject","0363200000461818","0363010000981539",103,"0363100012103546",125065,487481
"882","woonfunctie","Verblijfsobject","0363200000461783","0363010000957343",140,"0363100012108318",124969,487519
"883","woonfunctie","Verblijfsobject","0363200000475480","0363010000993794",190,"0363100012098434",124843,487334
"884","woonfunctie","Verblijfsobject","0363200000474196","0363010000995751",109,"0363100012127796",124813,487424
"885","woonfunctie","Verblijfsobject","0363200000474198","0363010000995752",109,"0363100012127796",124813,487421
"886","woonfunctie","Verblijfsobject","0363200000461722","0363010000959723",131,"0363100012103627",125052,487505
"887","woonfunctie","Verblijfsobject","0363200000461878","0363010000982797",92,"0363100012150548",125003,487448
"888","woonfunctie","Verblijfsobject","0363200000475488","0363010000993802",153,"0363100012151386",124802,487328
"889","woonfunctie","Verblijfsobject","0363200000474259","0363010000987026",144,"0363100012115636",125087,487238
"890","woonfunctie","Verblijfsobject","0363200000475493","0363010000993807",153,"0363100012089958",124777,487323
"891","woonfunctie","Verblijfsobject","0363200000474264","0363010000987031",144,"0363100012115636",125115,487243
"892","woonfunctie","Verblijfsobject","0363200000474103","0363010000993421",147,"0363100012098458",124901,487370
"893","woonfunctie","Verblijfsobject","0363200000475473","0363010000993786",185,"0363100012098434",124883,487341
"894","woonfunctie","Verblijfsobject","0363200000470972","0363010000984050",153,"0363100012111695",124853,487179
"895","woonfunctie","Verblijfsobject","0363200000470977","0363010000984055",150,"0363100012139613",124866,487184
"896","woonfunctie","Verblijfsobject","0363200000470983","0363010000984063",153,"0363100012110649",124887,487188
"897","woonfunctie","Verblijfsobject","0363200000470936","0363010000983498",102,"0363100012065322",124918,487225
"898","woonfunctie","Verblijfsobject","0363200000470941","0363010000983503",138,"0363100012069008",124927,487226
"899","woonfunctie","Verblijfsobject","0363200000474194","0363010000995748",85,"0363100012127796",124812,487427
"900","woonfunctie","Verblijfsobject","0363200000461787","0363010000957349",140,"0363100012142970",124953,487516
"901","woonfunctie","Verblijfsobject","0363200000474121","0363010000994892",165,"0363100012082525",124896,487401
"902","woonfunctie","Verblijfsobject","0363200000474069","0363010000994908",50,"0363100012082525",124932,487393
"903","woonfunctie","Verblijfsobject","0363200000475443","0363010000994916",130,"0363100012098458",125048,487369
"904","woonfunctie","Verblijfsobject","0363200000474107","0363010000994684",83,"0363100012117786",124742,487329
"905","woonfunctie","Verblijfsobject","0363200000485210","0363010001000942",121,"0363100012066134",125038,487212
"906","woonfunctie","Verblijfsobject","0363200000475453","0363010000994929",113,"0363100012098458",125000,487380
"907","woonfunctie","Verblijfsobject","0363200000474332","0363010000994357",79,"0363100012065340",125160,487257
"908","woonfunctie","Verblijfsobject","0363200000461741","0363010000959802",119,"0363100012078357",124970,487491
"909","woonfunctie","Verblijfsobject","0363200000475469","0363010000994706",192,"0363100012098458",124921,487348
"910","woonfunctie","Verblijfsobject","0363200000470986","0363010000983555",102,"0363100012148475",124901,487189
"911","woonfunctie","Verblijfsobject","0363200000470987","0363010000983557",102,"0363100012097843",124907,487190
"912","woonfunctie","Verblijfsobject","0363200000461833","0363010000981244",108,"0363100012150966",124991,487467
"913","woonfunctie","Verblijfsobject","0363200000461839","0363010000981250",108,"0363100012094438",124964,487464
"914","woonfunctie","Verblijfsobject","0363200000461841","0363010000981254",163,"0363100012094438",124950,487461
"915","woonfunctie","Verblijfsobject","0363200000470978","0363010000984056",150,"0363100012141642",124875,487184
"916","woonfunctie","Verblijfsobject","0363200000478529","0363010000994924",97,"0363100012098458",125002,487368
"917","woonfunctie","Verblijfsobject","0363200000461648","0363010000984379",144,"0363100012118618",125021,487429
"918","woonfunctie","Verblijfsobject","0363200000461770","0363010000958142",103,"0363100012094334",125023,487529
"919","woonfunctie","Verblijfsobject","0363200000461784","0363010000957344",120,"0363100012155172",124965,487518
"920","woonfunctie","Verblijfsobject","0363200000461769","0363010000958254",189,"0363100012131266",125028,487529
"921","woonfunctie","Verblijfsobject","0363200000474710","0363010000996702",104,"0363100012150592",125059,487214
"922","woonfunctie","Verblijfsobject","0363200000474945","0363010000996712",257,"0363100012127057",125146,487230
"923","woonfunctie","Verblijfsobject","0363200000475478","0363010000993792",190,"0363100012098434",124853,487336
"924","woonfunctie","Verblijfsobject","0363200000474253","0363010000987019",144,"0363100012115636",125055,487232
"925","woonfunctie","Verblijfsobject","0363200000474266","0363010000987033",144,"0363100012115636",125125,487245
"926","woonfunctie","Verblijfsobject","0363200000475487","0363010000993801",153,"0363100012069588",124807,487328
"927","woonfunctie","Verblijfsobject","0363200000475474","0363010000993787",185,"0363100012098434",124878,487340
"928","woonfunctie","Verblijfsobject","0363200000475484","0363010000993798",153,"0363100012076058",124822,487331
"929","woonfunctie","Verblijfsobject","0363200000475490","0363010000993804",153,"0363100012073497",124792,487326
"930","woonfunctie","Verblijfsobject","0363200000475492","0363010000993806",153,"0363100012098121",124781,487324
"931","woonfunctie","Verblijfsobject","0363200000475496","0363010000993810",153,"0363100012101924",124761,487321
"932","woonfunctie","Verblijfsobject","0363200000461680","0363010000986158",103,"0363100012113606",125063,487418
"933","woonfunctie","Verblijfsobject","0363200000461832","0363010000981243",108,"0363100012146216",124995,487469
"934","woonfunctie","Verblijfsobject","0363200000474014","0363010000992445",132,"0363100012098434",124830,487360
"935","woonfunctie","Verblijfsobject","0363200000474270","0363010000994354",211,"0363100012065340",125144,487266
"936","woonfunctie","Verblijfsobject","0363200000461649","0363010000983429",127,"0363100012065683",125023,487434
"937","woonfunctie","Verblijfsobject","0363200000470924","0363010000983472",102,"0363100012068996",124889,487220
"938","woonfunctie","Verblijfsobject","0363200000470923","0363010000983469",138,"0363100012068996",124889,487221
"939","woonfunctie","Verblijfsobject","0363200000474024","0363010000992420",112,"0363100012102205",124789,487352
"940","woonfunctie","Verblijfsobject","0363200000474186","0363010000987612",151,"0363100012065425",124796,487427
"941","woonfunctie","Verblijfsobject","0363200000474027","0363010000992423",115,"0363100012110963",124776,487350
"942","woonfunctie","Verblijfsobject","0363200000461824","0363010000981551",126,"0363100012104864",125037,487477
"943","woonfunctie","Verblijfsobject","0363200000461819","0363010000981541",103,"0363100012122765",125060,487481
"944","woonfunctie","Verblijfsobject","0363200000474712","0363010000996704",235,"0363100012120545",125068,487216
"945","woonfunctie","Verblijfsobject","0363200000474173","0363010000986321",120,"0363100012132819",124746,487428
"946","woonfunctie","Verblijfsobject","0363200000461834","0363010000981245",108,"0363100012118330",124985,487467
"947","woonfunctie","Verblijfsobject","0363200000478531","0363010000994925",90,"0363100012098458",124997,487367
"948","woonfunctie","Verblijfsobject","0363200000474178","0363010000986326",106,"0363100012099995",124723,487424
"949","woonfunctie","Verblijfsobject","0363200000474190","0363010000995744",175,"0363100012127796",124811,487432
"950","woonfunctie","Verblijfsobject","0363200000461884","0363010000982807",112,"0363100012097737",124977,487443
"951","woonfunctie","Verblijfsobject","0363200000475449","0363010000994922",107,"0363100012098458",125012,487369
"952","woonfunctie","Verblijfsobject","0363200000474017","0363010000992413",94,"0363100012113474",124818,487357
"953","woonfunctie","Verblijfsobject","0363200000461777","0363010000958149",120,"0363100012126832",124994,487523
"954","woonfunctie","Verblijfsobject","0363200000474745","0363010000989610",105,"0363100012080375",125154,487183
"955","woonfunctie","Verblijfsobject","0363200000470943","0363010000983505",102,"0363100012084516",124938,487230
"956","woonfunctie","Verblijfsobject","0363200000461873","0363010000982788",119,"0363100012063174",125034,487453
"957","woonfunctie","Verblijfsobject","0363200000461825","0363010000981553",115,"0363100012067724",125034,487476
"958","woonfunctie","Verblijfsobject","0363200000461801","0363010000981529",132,"0363100012081363",125130,487493
"959","woonfunctie","Verblijfsobject","0363200000470926","0363010000983477",102,"0363100012103992",124898,487223
"960","woonfunctie","Verblijfsobject","0363200000470982","0363010000984061",150,"0363100012110649",124888,487186
"961","woonfunctie","Verblijfsobject","0363200000474199","0363010000995753",109,"0363100012127796",124814,487419
"962","woonfunctie","Verblijfsobject","0363200000474716","0363010000995029",178,"0363100012073495",125088,487219
"963","woonfunctie","Verblijfsobject","0363200000461653","0363010000983441",170,"0363100012103804",124998,487429
"964","woonfunctie","Verblijfsobject","0363200000474011","0363010000992442",132,"0363100012098434",124843,487362
"965","woonfunctie","Verblijfsobject","0363200000474012","0363010000992443",132,"0363100012098434",124839,487361
"966","woonfunctie","Verblijfsobject","0363200000474013","0363010000992444",152,"0363100012098434",124834,487360
"967","woonfunctie","Verblijfsobject","0363200000470940","0363010000983502",102,"0363100012069008",124927,487227
"968","woonfunctie","Verblijfsobject","0363200000474066","0363010000994905",47,"0363100012082525",124932,487393
"969","woonfunctie","Verblijfsobject","0363200000461753","0363010000959557",152,"0363100012136192",125136,487549
"970","woonfunctie","Verblijfsobject","0363200000461754","0363010000959562",152,"0363100012136192",125128,487547
"971","woonfunctie","Verblijfsobject","0363200000474004","0363010000992435",132,"0363100012098434",124872,487367
"972","woonfunctie","Verblijfsobject","0363200000473994","0363010000993413",132,"0363100012098458",124929,487377
"973","woonfunctie","Verblijfsobject","0363200000474262","0363010000987029",142,"0363100012115636",125104,487241
"974","woonfunctie","Verblijfsobject","0363200000461720","0363010000959719",131,"0363100012126059",125062,487507
"975","woonfunctie","Verblijfsobject","0363200000461721","0363010000959721",131,"0363100012126927",125057,487506
"976","woonfunctie","Verblijfsobject","0363200000461762","0363010000958261",185,"0363100012132617",125061,487535
"977","woonfunctie","Verblijfsobject","0363200000461766","0363010000958257",186,"0363100012120483",125042,487532
"978","woonfunctie","Verblijfsobject","0363200000470984","0363010000983551",102,"0363100012123610",124893,487187
"979","woonfunctie","Verblijfsobject","0363200000475462","0363010000994696",164,"0363100012098458",124972,487356
"980","woonfunctie","Verblijfsobject","0363200000474273","0363010000994138",211,"0363100012106034",125168,487270
"981","woonfunctie","Verblijfsobject","0363200000473992","0363010000993411",132,"0363100012098458",124938,487378
"982","woonfunctie","Verblijfsobject","0363200000461746","0363010000979746",92,"0363100012114716",124949,487487
"983","woonfunctie","Verblijfsobject","0363200000461827","0363010000981557",108,"0363100012082715",125025,487474
"984","woonfunctie","Verblijfsobject","0363200000470884","0363010000986268",102,"0363100012129395",124761,487199
"985","woonfunctie","Verblijfsobject","0363200000461788","0363010000957351",120,"0363100012108359",124949,487515
"986","woonfunctie","Verblijfsobject","0363200000475467","0363010000994704",212,"0363100012098458",124932,487349
"987","woonfunctie","Verblijfsobject","0363200000461701","0363010000959684",92,"0363100012136192",125141,487520
"988","woonfunctie","Verblijfsobject","0363200000461703","0363010000959688",92,"0363100012136192",125133,487519
"989","woonfunctie","Verblijfsobject","0363200000461705","0363010000959690",92,"0363100012136192",125125,487517
"990","woonfunctie","Verblijfsobject","0363200000461707","0363010000959694",92,"0363100012136192",125116,487516
"991","woonfunctie","Verblijfsobject","0363200000474151","0363010000987592",97,"0363100012094688",124750,487404
"992","woonfunctie","Verblijfsobject","0363200000461656","0363010000994351",176,"0363100012083417",125150,487440
"993","woonfunctie","Verblijfsobject","0363200000461633","0363010001017299",98,"0363100012062821",125084,487445
"994","woonfunctie","Verblijfsobject","0363200000461652","0363010000983439",118,"0363100012134608",125005,487431
"995","woonfunctie","Verblijfsobject","0363200000474242","0363010000987005",160,"0363100012115636",125102,487258
"996","woonfunctie","Verblijfsobject","0363200000474744","0363010000989609",105,"0363100012080375",125150,487182
"997","woonfunctie","Verblijfsobject","0363200000474748","0363010000989613",105,"0363100012094626",125167,487185
"998","woonfunctie","Verblijfsobject","0363200000473993","0363010000993412",122,"0363100012098458",124934,487378
"999","woonfunctie","Verblijfsobject","0363200000473997","0363010000993416",132,"0363100012098458",124916,487375
"1000","woonfunctie","Verblijfsobject","0363200000474746","0363010000989611",105,"0363100012070775",125158,487183
"1001","woonfunctie","Verblijfsobject","0363200000475471","0363010000994708",192,"0363100012098458",124910,487346
"1002","woonfunctie","Verblijfsobject","0363200000474021","0363010000992417",111,"0363100012126320",124801,487354
"1003","woonfunctie","Verblijfsobject","0363200000461651","0363010000983436",132,"0363100012143543",125010,487431
"1004","woonfunctie","Verblijfsobject","0363200000475450","0363010000994923",107,"0363100012098458",125007,487369
"1005","woonfunctie","Verblijfsobject","0363200000461642","0363010000984371",111,"0363100012063237",125044,487437
"1006","woonfunctie","Verblijfsobject","0363200000461857","0363010000982767",88,"0363100012149212",125110,487466
"1007","woonfunctie","Verblijfsobject","0363200000474105","0363010000992448",126,"0363100012098434",124888,487368
"1008","woonfunctie","Verblijfsobject","0363200000474236","0363010000986999",160,"0363100012115636",125068,487253
"1009","woonfunctie","Verblijfsobject","0363200000461709","0363010000959701",92,"0363100012136192",125108,487514
"1010","woonfunctie","Verblijfsobject","0363200000474009","0363010000992440",132,"0363100012098434",124851,487364
"1011","woonfunctie","Verblijfsobject","0363200000474110","0363010000994687",83,"0363100012068688",124733,487343
"1012","woonfunctie","Verblijfsobject","0363200000474137","0363010000995734",48,"0363100012127796",124845,487420
"1013","woonfunctie","Verblijfsobject","0363200000461715","0363010000959710",92,"0363100012136192",125083,487510
"1014","woonfunctie","Verblijfsobject","0363200000461854","0363010000982762",123,"0363100012147924",125123,487468
"1015","woonfunctie","Verblijfsobject","0363200000461821","0363010000981545",126,"0363100012143751",125052,487479
"1016","woonfunctie","Verblijfsobject","0363200000474747","0363010000989612",105,"0363100012070775",125163,487185
"1017","woonfunctie","Verblijfsobject","0363200000461731","0363010000959776",103,"0363100012127921",125012,487498
"1018","woonfunctie","Verblijfsobject","0363200000474158","0363010000987578",92,"0363100012137322",124719,487398
"1019","woonfunctie","Verblijfsobject","0363200000474714","0363010000996706",202,"0363100012130899",125077,487218
"1020","woonfunctie","Verblijfsobject","0363200000474159","0363010000987576",92,"0363100012093761",124715,487397
"1021","woonfunctie","Verblijfsobject","0363200000474157","0363010000987580",92,"0363100012150811",124724,487399
"1022","woonfunctie","Verblijfsobject","0363200000475457","0363010000994933",134,"0363100012098458",125036,487373
"1023","woonfunctie","Verblijfsobject","0363200000474031","0363010000992427",109,"0363100012133814",124760,487347
"1024","woonfunctie","Verblijfsobject","0363200000461710","0363010000959704",106,"0363100012136192",125104,487514
"1025","woonfunctie","Verblijfsobject","0363200000475461","0363010000994694",142,"0363100012098458",124980,487358
"1026","woonfunctie","Verblijfsobject","0363200000474171","0363010000986319",114,"0363100012084105",124755,487429
"1027","woonfunctie","Verblijfsobject","0363200000461679","0363010000986157",103,"0363100012114869",125066,487418
"1028","woonfunctie","Verblijfsobject","0363200000474942","0363010000993554",215,"0363100012113512",125131,487227
"1029","woonfunctie","Verblijfsobject","0363200000474129","0363010000994900",93,"0363100012082525",124896,487401
"1030","woonfunctie","Verblijfsobject","0363200000474138","0363010000995736",48,"0363100012127796",124845,487420
"1031","woonfunctie","Verblijfsobject","0363200000461844","0363010000981256",108,"0363100012094438",124946,487461
"1032","woonfunctie","Verblijfsobject","0363200000461647","0363010000984376",175,"0363100012080250",125026,487429
